word,meaning,sort,title,phonetic,english_meaning,example
sociology,n. 社会学,5,Chapter 5 学校教育,/ˌsəʊsiˈɒlədʒi/,The study of how people live together in groups and how societies work.,"For example, learning about why people in different countries have different ways of living."
politics,n.政治学；政治；政治事务,5,Chapter 5 学校教育,/ˈpɒlətɪks/,It is the activity of making decisions about how a group or country is run.,"For example, leaders meet to talk about laws that affect people's lives."
economics,n.经济学,5,Chapter 5 学校教育,/ˌiːkəˈnɒmɪks/,It is the study of how people and countries use money and resources to get what they need.,"For example, a country might decide how much money to spend on schools and hospitals."
marketing,n.市场营销,5,Chapter 5 学校教育,/ˈmɑːkɪtɪŋ/,It is the way companies try to sell their products or services to people.,"For example, a candy company might put ads on TV to get more people to buy their candy."
accounting,n.会计,5,Chapter 5 学校教育,/əˈkaʊntɪŋ/,"It is the work of keeping track of money that a business or person has, like how much they spend and earn.","For example, a store owner uses this to know how much money they made and how much they spent on supplies."
audit,n.审计v.旁听；审计,5,Chapter 5 学校教育,/ˈɔːdɪt/,It is when someone checks records of money to make sure everything is correct.,"For example, a person might check a company's money records to see if they are telling the truth about how much they earned."
statistics,n.统计学,5,Chapter 5 学校教育,/stəˈtɪstɪks/,"It is the study of collecting, organizing, and understanding numbers or data.","For example, a teacher might use it to find out the average score of students in a test."
psychology,n. 心理学；心理特征,5,Chapter 5 学校教育,/saɪˈkɒlədʒi/,"The study of how people think, feel, and behave.","For example, a person might learn about why people get nervous before a test."
philosophy,n.哲学,5,Chapter 5 学校教育,/fəˈlɒsəfi/,"It is the study of basic questions about life, knowledge, and existence.","For example, people might talk about what is right or wrong, or why we are here, which are topics studied in this subject."
logic,n.逻辑；逻辑学,5,Chapter 5 学校教育,/ˈlɒdʒɪk/,Logic is the way of thinking that helps you understand what makes sense and what doesn’t.,"For example, if you know that all dogs have four legs and your friend’s pet is a dog, you can use logic to say your friend’s pet has four legs."
biology,n.生物学；生命机理,5,Chapter 5 学校教育,/baɪˈɒlədʒi/,"The study of living things, like plants, animals, and humans.","For example, learning about how plants grow and where they get their food."
physics,n.物理学,5,Chapter 5 学校教育,/ˈfɪzɪks/,"Physics is the study of how things move, energy, and the forces that affect the world around us.","For example, physics helps explain why a ball falls to the ground when you drop it."
chemistry,n.化学,5,Chapter 5 学校教育,/ˈkemɪstri/,It is the study of different substances and how they mix or change when combined.,"For example, when you mix baking soda and vinegar, they react and create bubbles."
agriculture,n.农业；农学,5,Chapter 5 学校教育,/ˈæɡrɪkʌltʃə(r)/,The work of growing plants and raising animals for food or other products.,"For example, farmers grow wheat and raise cows to sell their products in the market."
logistics,n.物流；后勤,5,Chapter 5 学校教育,/ləˈdʒɪstɪks/,"It is the work of moving things like food, clothes, or supplies from one place to another.","For example, when a store gets new toys, people who do this work make sure the toys arrive safely and on time."
geography,n.地理学；地形，地势,5,Chapter 5 学校教育,/dʒiˈɒɡrəfi/,"It is the study of the Earth's lands, features, and places.","For example, learning about mountains, rivers, and different countries is part of this subject."
history,n.历史；历史学,5,Chapter 5 学校教育,/ˈhɪstri; ˈhɪstəri/,"It is the story of what happened in the past, especially important events.","For example, learning about famous people and events from long ago helps us understand how the world changed."
engineering,n.工程；工程学,5,Chapter 5 学校教育,/ˌendʒɪˈnɪərɪŋ/,"It is the work of designing and building things like bridges, roads, and machines.","For example, engineers help build safe and strong bridges that people can drive across."
mechanics,n.力学；机械学,5,Chapter 5 学校教育,/məˈkænɪks/,It is the study of how machines work and how things move.,"For example, learning about the parts inside a car and how they make it run."
electronics,n.电子学；电子器件,5,Chapter 5 学校教育,/ɪˌlekˈtrɒnɪks/,It is the study of how small devices work using electricity.,"For example, a smartphone uses small parts to send and receive messages."
maths,(=mathematics) n.数学,5,Chapter 5 学校教育,/mæθs/,"It is the study of numbers, shapes, and patterns.","For example, adding, subtracting, and solving problems with numbers are part of this subject."
arithmetic,n.算数,5,Chapter 5 学校教育,/əˈrɪθmətɪk/,"It is the study of numbers and how to add, subtract, multiply, and divide them.","For example, calculating how many apples you have if you start with 5 and get 3 more is part of this subject."
geometry,n.几何学,5,Chapter 5 学校教育,/dʒiˈɒmətri/,"Geometry is the study of shapes and lines, and how they fit together. It helps us understand the size, position, and properties of different figures.","For example, a circle is a shape that has no corners and is perfectly round."
algebra,n.代数学，代数,5,Chapter 5 学校教育,/ˈældʒɪbrə/,It is a type of math that uses letters and symbols to solve problems.,"For example, if you have 3 apples and get 2 more, you can use letters like x to show the total number of apples."
calculus,n. 微积分；结石,5,Chapter 5 学校教育,/ˈkælkjələs/,"A type of math that helps solve problems about change and shapes, like how fast something is moving or the area of a curved shape.","For example, scientists use it to figure out how fast a rocket is going as it moves through space."
plus,prep.加上adj.正(数)的，在零以上的,5,Chapter 5 学校教育,/plʌs/,"""Plus"" is used to add something to another thing. It can also mean something that is positive or higher than zero.","For example, if you have 2 apples and get 3 more, you have 2 plus 3, which equals 5 apples."
sum,n.总数，总和；金额,5,Chapter 5 学校教育,/sʌm/,It is the total amount you get when you add numbers together.,"For example, if you have 3 apples and 2 oranges, the total number of fruits is 5."
total,adj.总的，全部的n.总数,5,Chapter 5 学校教育,/ˈtəʊt(ə)l/,"It describes all of something, not just part of it.","For example, if you have 3 apples and 2 oranges, the total number of fruits is 5."
merger,n.合并，归并,5,Chapter 5 学校教育,/ˈmɜːdʒə(r)/,A merger is when two or more companies join together to become one company.,"For example, if two small stores decide to work together and run one store instead of two, that's a merger."
equation,n.相等；平衡，综合体；方程式，等式,5,Chapter 5 学校教育,/ɪˈkweɪʒ(ə)n/,A math statement that shows two things are equal or the same.,"For example, 2 + 3 = 5 shows that adding 2 and 3 gives the same result as 5."
identical,adj.同一的,5,Chapter 5 学校教育,/aɪˈdentɪk(ə)l/,Something that is identical looks exactly the same and has no differences.,"For example, twins can look identical because they have the same face and body."
minus,adj.负的，零以下的prep.减(去),5,Chapter 5 学校教育,/ˈmaɪnəs/,Something that is less than zero or taken away from a number.,"For example, if you have 5 apples and you take away 3, you can say 5 minus 3 equals 2."
subtract,v.减去，减,5,Chapter 5 学校教育,/səbˈtrækt/,To take away a number or amount from another number or amount.,"For example, if you have 5 apples and you take away 2, you are left with 3 apples."
multiply,v.乘，使相乘；(使)成倍增加；繁殖,5,Chapter 5 学校教育,/ˈmʌltɪplaɪ/,To multiply means to make something bigger by adding the same amount many times. It is often used when talking about numbers.,"For example, if you have 3 apples and you multiply them by 2, you will have 6 apples."
divide,v.除以；除,5,Chapter 5 学校教育,/dɪˈvaɪd/,To split something into equal parts or groups.,"For example, if you have 10 apples and you split them into 2 groups, each group has 5 apples."
dividend,n. 股息，红利,5,Chapter 5 学校教育,/ˈdɪvɪdend/,A dividend is the money that a company gives to its shareholders as a reward for owning shares of the company.,"For example, if you own shares in a company and it makes a profit, the company might give you some of that profit as a dividend."
remainder,n.余数；剩余部分,5,Chapter 5 学校教育,/rɪˈmeɪndə(r)/,The is the amount left over after you divide something and it doesn’t divide evenly.,"For example, if you have 10 apples and you share them equally among 3 friends, each friend gets 3 apples and there is 1 apple left over. That 1 apple is the remainder."
rational,adj.理性的；合理的,5,Chapter 5 学校教育,/ˈræʃ(ə)nəl/,"Something that makes sense and is based on good thinking, not just feelings.","For example, deciding to save money instead of spending it all right away is a smart choice."
parameter,n. 参数；起限定作用的因素,5,Chapter 5 学校教育,/pəˈræmɪtə(r)/,"A parameter is a factor that limits or controls something, like a rule that affects how something works.","For example, the speed limit on a road is a parameter that controls how fast cars can go."
variable,n.变量；可变因素adj.易变的,5,Chapter 5 学校教育,/ˈveəriəb(ə)l/,A thing that can change or be different in some way.,"For example, the amount of rain in a day can be a variable because it changes every day."
even,adj.均匀的；偶数的；相等的adv.甚至,5,Chapter 5 学校教育,/ˈiːv(ə)n/,Something that is even has the same amount or looks the same all over. It can also mean a number that can be divided by 2 without any remainder.,"For example, the road was even, so the car drove smoothly over it."
odd,adj.奇数的；古怪的,5,Chapter 5 学校教育,/ɒd/,Something that is not even or something that is strange and hard to understand.,"For example, 3 is an odd number because it cannot be divided into two equal groups."
mean,n. 平均数，平均值；adj. 平均的,5,Chapter 5 学校教育,/miːn/,It is the number you get when you add all the numbers and then divide by how many numbers there are.,"For example, the of 4, 6, and 8 is 6 because 4 + 6 + 8 = 18 and 18 ÷ 3 = 6."
double,adj.两倍的n.两倍数，两倍量v.(使)加倍,5,Chapter 5 学校教育,/ˈdʌb(ə)l/,It means something that is two times as much as another thing.,"For example, if you have 3 apples and someone gives you 3 more, you now have double the number of apples."
triple,adj.三倍的，三重的n.三倍数，三倍量v.(使)增至,5,Chapter 5 学校教育,/ˈtrɪp(ə)l/,Something that is three times as much as usual or has three parts.,"For example, if you have 2 apples and someone gives you 2 more, you have a triple of the original amount."
quadruple,adj.四倍的n.四倍v.(使)成四倍,5,Chapter 5 学校教育,/ˈkwɒdrʊp(ə)l/,Something that is four times as much as another thing.,"For example, if you have 2 apples and someone gives you 6 more, you now have four times as many apples."
multiple,n.倍数adj.多样的，数量多的,5,Chapter 5 学校教育,/ˈmʌltɪp(ə)l/,"It means more than one of something, or something that can be divided into more than one part.","For example, 6 is a multiple of 2 because 2 fits into 6 three times."
maximum,n.最大值，最大限度,5,Chapter 5 学校教育,/ˈmæksɪməm/,The highest amount or level that something can reach.,"For example, the highest score you can get on a test is the maximum."
minimum,n.最小值，最低限度,5,Chapter 5 学校教育,/ˈmɪnɪməm/,The smallest amount or level that is allowed or required.,"For example, the game requires a minimum of 5 players to start."
approximately,adv.大约,5,Chapter 5 学校教育,/əˈprɒksɪmətli/,"This word is used to say that something is not exact, but close to the right number or amount.","For example, there are approximately 30 days in a month."
chart,n.图，图表；海图,5,Chapter 5 学校教育,/tʃɑːt/,"A picture that shows information in a simple way, like numbers or data.","For example, a bar graph showing how many ice creams were sold each day."
graph,n.图，图表,5,Chapter 5 学校教育,/ɡrɑːf/,A picture that shows information in a simple way.,"For example, a picture with bars showing how many apples and oranges someone has."
diagram,n.图表；示意图，图解,5,Chapter 5 学校教育,/ˈdaɪəɡræm/,"A picture that shows information in a simple way, usually with lines, shapes, or symbols.","For example, a picture showing how a car engine works with different parts labeled."
table,n.表格；桌子,5,Chapter 5 学校教育,/ˈteɪb(ə)l/,"A flat surface used for putting things on, like eating, writing, or working.","For example, you sit at a desk and put your books on it."
matrix,n.矩阵；铸模,5,Chapter 5 学校教育,/ˈmeɪtrɪks/,"A set of numbers arranged in rows and columns, used in math to solve problems.","For example, a group of numbers like 1, 2, 3 in one row and 4, 5, 6 in another is a simple version of a group of numbers."
decimal,adj. 小数的；十避位的 n. 小数,5,Chapter 5 学校教育,/ˈdesɪm(ə)l/,"A decimal is a number that has a part before and after a dot, showing values less than one.","For example, 3.5 is a decimal that means three and a half."
percent,( = percent ) n. ［单复数同形］百分之......,5,Chapter 5 学校教育,/pəˈsent/,"A percent is a way to show a part of a whole, like how many out of 100.","For example, 50 percent means 50 out of 100."
ferment,v. (使｝发酵；骚动   n. 酶；发酵；动乱,5,Chapter 5 学校教育,/fəˈment/,"To make something change because of a chemical process, often used for making food or drinks. It can also mean a feeling of anger or excitement in a group of people.","For example, yeast helps bread dough become soft and fluffy by changing it through a special process."
formula,n. 公式，万程式；原则；配方；分子式,5,Chapter 5 学校教育,/ˈfɔːmjələ/,A set of steps or instructions used to solve a problem or make something.,"For example, you can use a formula to find the area of a rectangle by multiplying its length and width."
rectangle,n.长方形，矩形,5,Chapter 5 学校教育,/ˈrektæŋɡl/,"A shape that has four sides and four right angles, with opposite sides that are equal in length.","For example, a book cover is often a shape with four sides and four corners that are all the same."
cube,n.立方体；立方，三次幕；立方形的东西,5,Chapter 5 学校教育,/kjuːb/,A shape that has six square sides and all the sides are the same size.,"For example, a dice is a cube because it has six equal sides."
angle,n.角；角度,5,Chapter 5 学校教育,/ˈæŋɡ(ə)l/,"A shape formed where two lines meet, like the corner of a triangle or a square.","For example, a triangle has three corners, and each one is a shape where two sides meet."
triangle,n.三角形；三角关系,5,Chapter 5 学校教育,/ˈtraɪæŋɡ(ə)l/,A shape that has three sides and three corners. It is a type of polygon.,"For example, if you draw three straight lines that connect to form a closed shape, you have made a triangle."
diagonal,adj.斜纹的；对角线的n.对角线；斜纹织物,5,Chapter 5 学校教育,/daɪˈæɡən(ə)l/,Something that goes from one corner of a shape to another corner that is not next to it.,"For example, if you draw a line from the top left corner of a square to the bottom right corner, that line is diagonal."
straight,adj.直的adv.笔直地；直接,5,Chapter 5 学校教育,/streɪt/,Something that is straight has no curves and goes in one direction.,"For example, a ruler is straight because it does not bend."
circle,n.圆,5,Chapter 5 学校教育,/ˈsɜːk(ə)l/,A shape that is round and has no corners or edges.,"For example, a bicycle wheel looks like a shape that is perfectly round."
round,adj.圆的n.绕圈；一轮adv.环绕,5,Chapter 5 学校教育,/raʊnd/,Something that has no sharp edges and looks like a ball. A part of a race or game that happens in a circle.,"For example, a ball is round and a race car goes around the track in a round."
dot,n.点，圆点v.在......上打点,5,Chapter 5 学校教育,/dɒt/,A small mark or point on a surface.,"For example, a small black mark on a page is called a dot."
sphere,n.球体；球状物；范围，领域,5,Chapter 5 学校教育,/sfɪə(r)/,"A round object, like a ball, or an area where something happens or is important.","For example, a soccer ball is a sphere, and the area where a doctor works is called their field of work."
cone,n.圆锥体；锥形物,5,Chapter 5 学校教育,/kəʊn/,A shape that is wide at one end and points to a single point at the other end.,"For example, an ice cream cone is a shape that is wide at the bottom and narrow at the top."
extent,n.广度，范围；程度,5,Chapter 5 学校教育,/ɪkˈstent/,It is how much something happens or how far something goes.,"For example, the extent of the damage was very bad after the storm."
width,n.宽度,5,Chapter 5 学校教育,/wɪdθ; wɪtθ/,The distance from one side of something to the other.,"For example, if you measure how wide a book is, you are finding its width."
length,n.长度,5,Chapter 5 学校教育,/leŋkθ; leŋθ/,It is how long something is from one end to the other.,"For example, the is the distance from the top of a ruler to the bottom."
proportion,n.比例,5,Chapter 5 学校教育,/prəˈpɔːʃ(ə)n/,It is how much of something there is compared to the total amount.,"For example, if there are 3 apples and 5 oranges, the amount of apples compared to all the fruits is 3 out of 8."
rate,n.比率，率；速度,5,Chapter 5 学校教育,/reɪt/,A rate is how much something happens in a certain amount of time or space.,"For example, if you ride your bike 10 miles in one hour, your speed is 10 miles per hour."
ratio,n.比(率),5,Chapter 5 学校教育,/ˈreɪʃiəʊ/,A ratio shows how much of one thing there is compared to another thing.,"For example, if there are 3 apples and 2 oranges, the ratio of apples to oranges is 3 to 2."
fraction,n.分数；小部分；片断,5,Chapter 5 学校教育,/ˈfrækʃn/,"A small part of something, especially when it is not a whole.","For example, if you cut an apple into two equal parts, each part is a small part of the apple."
scale,n.刻度；规模；［~s］天平；鳞v.攀登,5,Chapter 5 学校教育,/skeɪl/,"It is a line on a tool that shows numbers or levels, or it can mean how big something is.","For example, a ruler has a scale to show how long something is."
ounce,n.盎司；少量,5,Chapter 5 学校教育,/aʊns/,"A unit used to measure the weight of something, especially in the US. It can also mean a small amount of something.","For example, a bag of chips might weigh 1 ounce, or you might eat just a small ounce of candy."
density,n.密度；浓度,5,Chapter 5 学校教育,/ˈdensəti/,Density is how much stuff is packed into a small space. It shows how heavy something is for its size.,"For example, a rock has higher density than a piece of foam because the rock is heavier for its size."
Fahrenheit,adj.华氏温标的,5,Chapter 5 学校教育,/ˈfærənhaɪt/,"A way to measure how hot or cold something is, mainly used in the United States.","For example, water freezes at 32 degrees and boils at 212 degrees using this system."
mercury,n.水银，汞；［M~］水星,5,Chapter 5 学校教育,/ˈmɜːkjəri/,It is a metal that is liquid at room temperature and is used in thermometers.,"For example, people used to put this metal in thermometers to measure body temperature."
battery,n.电池；(物品的)一组,5,Chapter 5 学校教育,/ˈbætri/,A group of things that work together to provide power or energy.,"For example, a set of small batteries in a remote control can power the device."
volt,n.伏特(电压单位),5,Chapter 5 学校教育,/vəʊlt/,A volt is a unit that measures how much electricity is pushing through a wire.,"For example, a battery can provide 1.5 volts to make a small light bulb glow."
radiate,v.辐射，发散；从中心向四周散开,5,Chapter 5 学校教育,/ˈreɪdieɪt/,"To spread out from a center point in all directions, like heat or light.","For example, the sun sends out heat and light in every direction."
emit,v.散发(光、热、气等)；发出(声音),5,Chapter 5 学校教育,/iˈmɪt/,"To send out something like light, heat, or sound from a source.","For example, a lamp sends out light when it is turned on."
transparent,adj.透明的；易看穿的,5,Chapter 5 学校教育,/trænsˈpærənt/,Something that lets light pass through so you can see through it. It also means something that is easy to understand or see through.,"For example, a glass window is transparent because you can see through it."
hollow,adj.空(心)的，中空的,5,Chapter 5 学校教育,/ˈhɒləʊ/,"Something that is not full inside, like a hole in the middle.","For example, a hollow pipe has space inside it and isn't filled with material."
ozone,n.臭氧,5,Chapter 5 学校教育,/ˈəʊzəʊn/,A special gas in the air that helps protect the Earth from harmful sunlight.,"For example, the layer high up in the sky is made of this gas and stops dangerous rays from the sun."
gravity,n.地球引力，重力,5,Chapter 5 学校教育,/ˈɡrævəti/,It is the force that pulls things toward the center of the Earth.,"For example, when you drop a ball, it falls to the ground because of this force."
friction,n.摩擦；摩擦力；不和，矛盾,5,Chapter 5 学校教育,/ˈfrɪkʃ(ə)n/,It is a force that happens when two things rub against each other and makes it harder to move.,"For example, when you slide your shoes on the floor, there is a force that stops you from moving easily."
eccentric,adj.不同圆心的；古怪的,5,Chapter 5 学校教育,/ɪkˈsentrɪk/,Something or someone that is different from others in a way that seems unusual or strange.,"For example, a person who wears a hat every day even when it's not needed might be called strange."
displace,V.移动……的位置；取代，替代,5,Chapter 5 学校教育,/dɪsˈpleɪs/,To move something to a different place or take its place.,"For example, if you push a book off a shelf, it moves to the floor and takes a new position."
boil,v.煮沸，(使)沸腾n.沸点,5,Chapter 5 学校教育,/bɔɪl/,To heat a liquid until it starts to bubble and turn into gas.,"For example, you boil water on the stove to make tea."
melt,v.(使)融化；(使)熔化,5,Chapter 5 学校教育,/melt/,To become soft or turn into a liquid when heated.,"For example, ice turns into water when it gets warm."
dissolve,v.(使)溶解；解散,5,Chapter 5 学校教育,/dɪˈzɒlv/,To break something into small parts so it mixes with a liquid and disappears.,"For example, when you put sugar in water, the sugar dissolves and you can't see it anymore."
rust,v.(使)生锈n.锈，铁锈,5,Chapter 5 学校教育,/rʌst/,To get a reddish brown covering on metal when it touches water or air.,"For example, the old bike started to get a red color on the frame because it was left outside in the rain."
dilute,v.冲淡，稀释adj.稀释了的；减弱了的,5,Chapter 5 学校教育,/daɪˈluːt/,"To make something less strong or less concentrated by adding something else, like water.","For example, if you add water to juice, the juice becomes weaker and not as strong in taste."
acid,n.酸adj.酸的；讽刺的，尖刻的,5,Chapter 5 学校教育,/ˈæsɪd/,Something that tastes sour and can harm things it touches. It can also describe words that are rude or hurtful.,"For example, lemon juice is a type of liquid that is sour and can damage your skin if it gets in your eyes."
noxious,adj.有害的,5,Chapter 5 学校教育,/ˈnɒkʃəs/,Something that is harmful or bad for your health.,"For example, smoking is bad for your body and can make you sick."
static,adj.静态的；静力的,5,Chapter 5 学校教育,/ˈstætɪk/,Something that does not change or move and stays the same.,"For example, a picture on a wall is static because it stays in one place and doesn't move."
inert,adj. 无生气的；惰性的，不活泼的,5,Chapter 5 学校教育,/ɪˈnɜːt/,"Something that is not active or not moving, and does not want to do anything.","For example, the old robot was inactive and did not move or talk."
inherent,adj.内在的，固有的,5,Chapter 5 学校教育,/ɪnˈherənt/,Something that is inherent is part of something and cannot be taken away. It is always there from the beginning.,"For example, the ability to feel emotions is part of being human."
compulsory,adj. 强制的,5,Chapter 5 学校教育,/kəmˈpʌlsəri/,Something that you have to do and cannot choose not to do.,"For example, in school, wearing a uniform is sometimes required by the rules."
component,n.成分，组成部分,5,Chapter 5 学校教育,/kəmˈpəʊnənt/,A part of something bigger that helps it work or be complete.,"For example, a wheel is a part of a bicycle."
compose,v.组成，构成；创作(音乐)；写,5,Chapter 5 学校教育,/kəmˈpəʊz/,To make something by putting different parts together.,"For example, you can compose a story by adding different sentences and ideas."
mixture,n.混合(物),5,Chapter 5 学校教育,/ˈmɪkstʃə(r)/,A thing that is made by combining two or more different things together.,"For example, a fruit salad is a mixture of different fruits like apples, bananas, and oranges."
blend,v.混合；(使)交融  n.混合物,5,Chapter 5 学校教育,/blend/,To mix two or more things together so they become part of each other.,"For example, you can blend milk and fruit to make a smoothie."
theory,n.理论；学说,5,Chapter 5 学校教育,/ˈθɪəri/,A theory is an idea that tries to explain how something works or why something happens.,"For example, the theory of gravity explains why things fall to the ground when they are dropped."
empirical,adj.以实验为依据的；经验主义的,5,Chapter 5 学校教育,/ɪmˈpɪrɪk(ə)l/,Something that is based on testing or real experiences instead of just ideas.,"For example, scientists check if a medicine works by testing it on people, not just guessing."
practical,adj.实际的；有用的；务实的；心灵手巧的,5,Chapter 5 学校教育,/ˈpræktɪkl/,Something that works well in real life and is useful for doing things.,"For example, a practical tool is a hammer because it can help you build or fix things."
doctrine,n.学说；教义；信条,5,Chapter 5 学校教育,/ˈdɒktrɪn/,A set of beliefs or ideas that a group of people follow or teach.,"For example, the idea that everyone should be treated equally is a belief many people follow."
principle,n.原则；(科学)原理,5,Chapter 5 学校教育,/ˈprɪnsəp(ə)l/,A basic idea or rule that helps you make decisions or understand how something works.,"For example, one important rule in school is to treat others with respect."
discipline,n.纪律；训练,5,Chapter 5 学校教育,/ˈdɪsəplɪn/,A rule or system that helps people behave properly and follow instructions.,"For example, students must follow the school's rules to keep the classroom quiet and focused."
term,n.期限；术语；［尤英］学期,5,Chapter 5 学校教育,/tɜːm/,A word used in a special subject or a period of time for something.,"For example, the time a student spends at school in one year is called a term."
semester,n.学期,5,Chapter 5 学校教育,/sɪˈmestə(r)/,A semester is a part of a school year that lasts about five months.,"For example, most schools have two semesters in a year, one in the fall and one in the spring."
timetable,n.时间表；课程表,5,Chapter 5 学校教育,/ˈtaɪmteɪb(ə)l/,A list that shows when different activities or classes will happen.,"For example, a school might have a list showing when students have math, lunch, and recess each day."
schedule,n.日程安排；［美］时刻表,5,Chapter 5 学校教育,/ˈʃedjuːl/,A plan that shows when things will happen or need to be done.,"For example, your teacher might have a plan for when each subject will be taught during the week."
deadline,n.截止日期,5,Chapter 5 学校教育,/ˈdedlaɪn/,A deadline is the last day or time you can do something.,"For example, if you have a school project due on Friday, that Friday is the deadline."
course,n.课程,5,Chapter 5 学校教育,/kɔːs/,A subject that you study in school for a period of time.,"For example, math is a subject that students take as part of their school program."
lesson,n.一堂课；课程；教训,5,Chapter 5 学校教育,/ˈles(ə)n/,A class or time when you learn something new.,"For example, math is a subject you learn in school every day."
curriculum,n.课程；(学校等的)全部课程,5,Chapter 5 学校教育,/kəˈrɪkjələm/,It is the list of subjects or topics that students learn at school.,"For example, a high school might have a list of classes like math, science, and history that students take each year."
seminar,n.研讨会；讨论课,5,Chapter 5 学校教育,/ˈsemɪnɑː(r)/,A seminar is a meeting where people talk about a topic and share ideas.,"For example, students might go to a seminar to learn more about science from a teacher or expert."
forum,n.讨论会，论坛；公开讨论的广场,5,Chapter 5 学校教育,/ˈfɔːrəm/,"A place where people talk about important topics, either in person or online.","For example, a group of students might have a meeting to discuss ways to improve their school."
syllabus,n.教学大纲,5,Chapter 5 学校教育,/ˈsɪləbəs/,It is a list of topics that a class will study during the school year.,"For example, a math class might have a list that shows what chapters will be taught each month."
system,n.系统；体系，制度,5,Chapter 5 学校教育,/ˈsɪstəm/,A group of parts that work together to do a job or keep things organized.,"For example, a computer has many parts like the screen, keyboard, and mouse that all work together."
rudimentary,adj.基本的，粗浅的,5,Chapter 5 学校教育,/ˌruːdɪˈment(ə)ri/,"Something that is basic or not very advanced, like the first step in learning something.","For example, the first math lessons in school are simple and help you learn the basics."
basic,adj.基本的，基础的,5,Chapter 5 学校教育,/ˈbeɪsɪk/,Something that is basic is the most important part or the simplest form of something.,"For example, learning the alphabet is a basic skill for starting to read and write."
fundamental,adj.基础的，基本的；根本的,5,Chapter 5 学校教育,/ˌfʌndəˈment(ə)l/,Something that is fundamental is very important and forms the base of something else. It is needed to understand or build other things.,"For example, learning the alphabet is a fundamental step in reading and writing."
elementary,adj.基本的；初级的,5,Chapter 5 学校教育,/ˌelɪˈmentri/,"Something that is basic or not complicated, like the first level of learning.","For example, addition and subtraction are basic math skills that students learn first."
profound,adj. (影响)深刻的，深远的；见解深刻的,5,Chapter 5 学校教育,/prəˈfaʊnd/,Something that is profound has a deep effect or shows deep understanding.,"For example, a profound book makes you think about life in a new way."
superficial,adj.表面的，外表的；肤浅的,5,Chapter 5 学校教育,/ˌsuːpəˈfɪʃ(ə)l/,Something that is only on the outside and not deep or real.,"For example, a person's appearance is superficial, but their character is more important."
surface,n.表面；地面；水面,5,Chapter 5 学校教育,/ˈsɜːfɪs/,The outside part of something that you can see or touch.,"For example, the top of a table is the part you put things on."
prerequisite,n.必备条件adj.必备的,5,Chapter 5 学校教育,/ˌpriːˈrekwəzɪt/,A thing that must be true or done before something else can happen.,"For example, you need a ticket before you can go to a movie."
selective,adj.选择性的,5,Chapter 5 学校教育,/sɪˈlektɪv/,Something that is selective only chooses certain things and not others.,"For example, a selective person might only eat certain foods and not others."
elective,adj.选举的；［美］选修的n. ［美］选修科目,5,Chapter 5 学校教育,/ɪˈlektɪv/,"Something that you choose to do or take, especially in school.","For example, students can choose to take a class like art or music as an extra subject."
assignment,n. (布置的)作业；｛分派的｝任务,5,Chapter 5 学校教育,/əˈsaɪnmənt/,"A task that someone is asked to do, usually by a teacher or boss.","For example, your teacher might give you a short story to read and answer questions about."
submit,v.服从；提交，呈递,5,Chapter 5 学校教育,/səbˈmɪt/,To accept that someone else is right or to give something to someone in charge.,"For example, when you finish your homework, you can give it to your teacher."
preview,n.预习 v.预习,5,Chapter 5 学校教育,/ˈpriːvjuː/,"To look at something before it is shown or given to you, usually to get ready for it.","For example, you can look at your math homework before class to understand what you will learn."
review,n.回顾；复习 v.回顾；复习,5,Chapter 5 学校教育,/rɪˈvjuː/,To look back at something you learned to remember it better.,"For example, before a test, you can look over your notes to help you remember the important things."
revise,v.修订，修改,5,Chapter 5 学校教育,/rɪˈvaɪz/,To change something to make it better or correct mistakes,"For example, you might change your homework before handing it in to fix any errors."
inspect,v.检查；检阅，视察,5,Chapter 5 学校教育,/ɪnˈspekt/,To look at something carefully to check if it is correct or in good condition.,"For example, a teacher might look at students' homework to make sure they did it right."
consult,V.请教；查阅,5,Chapter 5 学校教育,/kənˈsʌlt/,To ask someone for advice or look up information to find an answer,"For example, you can ask your teacher for help if you don't understand a math problem."
skim,v.掠过，擦边；略读,5,Chapter 5 学校教育,/skɪm/,To move quickly over the surface of something or to read quickly to get the main idea.,"For example, you can skim a book to understand what it is about without reading every word."
scan,v.细看；浏览；扫描n.扫描检查；浏览,5,Chapter 5 学校教育,/skæn/,To look quickly at something to find information or check it carefully.,"For example, you can scan a picture with a machine to copy it on a computer."
scrutinise,v.详细检查，仔细查看,5,Chapter 5 学校教育,/ˈskruːtɪnaɪz/,To look at something very carefully to see details or find problems.,"For example, the teacher looked closely at the student's homework to make sure it was correct."
recite,V.背诵，朗诵,5,Chapter 5 学校教育,/rɪˈsaɪt/,"To say something from memory, like a poem or a speech, without looking at the words.","For example, you might say a poem out loud when you have memorized it."
dictate,v.让(某人)昕写；命令，强行规定,5,Chapter 5 学校教育,/dɪkˈteɪt/,To tell someone what to do or what to write.,"For example, the teacher dictated the homework to the class."
examination,n.考试；细查,5,Chapter 5 学校教育,/ɪɡˌzæmɪˈneɪʃ(ə)n/,A test or check to see how well someone knows something.,"For example, students take a test at school to show what they have learned."
test,n.试验，检验  v.试验，检验,5,Chapter 5 学校教育,/test/,A test is when you check if something works or if someone knows something.,"For example, a teacher might give a test to see if students learned the lesson."
